#PeakID	Chr	Start	End	Strand
27190	groupIX	18919737	18920137	+
27191	groupIX	18921744	18922445	+
27192	groupIX	18923744	18924144	+
27193	groupIX	18931176	18931576	+
27194	groupIX	18932029	18932429	+
27195	groupIX	18933134	18933534	+
27196	groupIX	18946282	18946682	+
27197	groupIX	18950720	18951120	+
27198	groupIX	18953484	18953884	+
27199	groupIX	18984959	18985359	+
27200	groupIX	18985739	18986139	+
27201	groupIX	18999221	18999621	+
27202	groupIX	19003074	19003474	+
27203	groupIX	19004278	19004678	+
27204	groupIX	19006354	19006754	+
27205	groupIX	19007228	19007628	+
27206	groupIX	19007987	19008387	+
27207	groupIX	19010507	19010907	+
27208	groupIX	19013752	19014152	+
27209	groupIX	19014892	19015292	+
27210	groupIX	19016225	19016625	+
27211	groupIX	19017244	19017644	+
27212	groupIX	19017971	19018371	+
27213	groupIX	19018972	19019372	+
27214	groupIX	19019588	19019988	+
27215	groupIX	19022497	19022897	+
27216	groupIX	19023526	19023926	+
27217	groupIX	19026975	19027375	+
27218	groupIX	19030307	19030707	+
27219	groupIX	19035488	19035888	+
27220	groupIX	19041859	19042259	+
27221	groupIX	19045687	19046087	+
27222	groupIX	19069247	19069647	+
27223	groupIX	19074746	19075146	+
27224	groupIX	19077221	19077621	+
27225	groupIX	19081134	19081534	+
27226	groupIX	19126533	19126933	+
27227	groupIX	19155112	19155512	+
27228	groupIX	19159845	19160245	+
27229	groupIX	19165187	19165587	+
27230	groupIX	19165786	19166186	+
27231	groupIX	19198896	19199296	+
27232	groupIX	19211370	19211770	+
27233	groupIX	19214936	19215336	+
27234	groupIX	19215926	19216326	+
27235	groupIX	19228741	19229141	+
27236	groupIX	19229867	19230267	+
27237	groupIX	19230267	19230667	+
27238	groupIX	19232480	19232880	+
27239	groupIX	19234071	19234471	+
27240	groupIX	19239799	19240199	+
27241	groupIX	19241360	19241760	+
27242	groupIX	19242654	19243054	+
27243	groupIX	19244236	19244636	+
27244	groupIX	19248532	19248932	+
27245	groupIX	19249043	19249443	+
27246	groupIX	19250378	19250778	+
27247	groupIX	19251703	19252103	+
27248	groupIX	19252703	19253103	+
27249	groupIX	19255363	19255763	+
27250	groupIX	19257202	19257602	+
27251	groupIX	19258633	19259033	+
27252	groupIX	19262163	19262563	+
27253	groupIX	19265343	19266115	+
27254	groupIX	19266478	19266878	+
27255	groupIX	19267430	19267830	+
27256	groupIX	19268892	19269292	+
27257	groupIX	19272255	19272655	+
27258	groupIX	19274306	19274706	+
27259	groupIX	19276675	19277075	+
27260	groupIX	19277899	19278299	+
27261	groupIX	19279758	19280158	+
27262	groupIX	19281104	19281504	+
27263	groupIX	19282462	19282862	+
27264	groupIX	19283092	19283492	+
27265	groupIX	19283710	19284110	+
27266	groupIX	19284547	19284947	+
27267	groupIX	19286205	19286605	+
27268	groupIX	19288812	19289212	+
27269	groupIX	19290380	19290780	+
27270	groupIX	19295199	19295599	+
27271	groupIX	19296351	19296751	+
27272	groupIX	19300285	19300685	+
27273	groupIX	19306266	19306666	+
27274	groupIX	19326943	19327343	+
27275	groupIX	19338162	19338562	+
27276	groupIX	19341056	19341456	+
27277	groupIX	19342145	19342545	+
27278	groupIX	19343167	19343567	+
27279	groupIX	19347680	19348080	+
27280	groupIX	19352414	19352814	+
27281	groupIX	19357637	19358037	+
27282	groupIX	19359811	19360211	+
27283	groupIX	19364258	19364658	+
27284	groupIX	19421408	19421808	+
27285	groupIX	19433090	19433490	+
27286	groupIX	19441799	19442199	+
27287	groupIX	19466496	19466896	+
27288	groupIX	19468579	19468979	+
27289	groupIX	19470737	19471137	+
27290	groupIX	19471850	19472250	+
27291	groupIX	19476120	19476520	+
27292	groupIX	19478224	19478624	+
27293	groupIX	19482534	19482934	+
27294	groupIX	19487757	19488157	+
27295	groupIX	19489451	19489851	+
27296	groupIX	19489998	19490398	+
27297	groupIX	19490597	19490997	+
27298	groupIX	19491195	19491595	+
27299	groupIX	19493574	19493974	+
27300	groupIX	19494552	19494952	+
27301	groupIX	19501105	19501505	+
27302	groupIX	19502122	19502522	+
27303	groupIX	19503208	19503608	+
27304	groupIX	19505665	19506065	+
27305	groupIX	19506131	19506531	+
27306	groupIX	19522639	19523039	+
27307	groupIX	19523555	19523955	+
27308	groupIX	19528159	19528559	+
27309	groupIX	19534664	19535064	+
27310	groupIX	19536176	19536576	+
27311	groupIX	19536880	19537280	+
27312	groupIX	19538202	19538602	+
27313	groupIX	19541937	19542337	+
27314	groupIX	19545209	19545609	+
27315	groupIX	19545759	19546159	+
27316	groupIX	19555425	19555825	+
27317	groupIX	19555888	19556579	+
27318	groupIX	19558321	19558721	+
27319	groupIX	19559195	19559595	+
27320	groupIX	19560906	19561306	+
27321	groupIX	19561482	19561882	+
27322	groupIX	19564466	19564866	+
27323	groupIX	19566875	19567275	+
27324	groupIX	19583095	19583495	+
27325	groupIX	19588246	19588646	+
27326	groupIX	19590561	19590961	+
27327	groupIX	19596127	19596527	+
27328	groupIX	19597198	19597598	+
27329	groupIX	19598862	19599262	+
27330	groupIX	19600702	19601102	+
27331	groupIX	19601831	19602231	+
27332	groupIX	19602545	19602945	+
27333	groupIX	19603226	19603626	+
27334	groupIX	19604374	19604774	+
27335	groupIX	19609533	19609933	+
27336	groupIX	19610150	19610550	+
27337	groupIX	19611091	19611491	+
27338	groupIX	19611979	19612379	+
27339	groupIX	19631398	19631798	+
27340	groupIX	19636796	19637196	+
27341	groupIX	19638023	19638423	+
27342	groupIX	19640996	19641396	+
27343	groupIX	19641724	19642124	+
27344	groupIX	19646838	19647238	+
27345	groupIX	19648981	19649381	+
27346	groupIX	19649986	19650386	+
27347	groupIX	19653113	19653513	+
27348	groupIX	19664133	19664852	+
27349	groupIX	19713385	19713785	+
27350	groupIX	19733759	19734159	+
27351	groupIX	19735853	19736253	+
27352	groupIX	19737072	19737472	+
27353	groupIX	19738723	19739123	+
27354	groupIX	19739847	19740247	+
27355	groupIX	19741192	19741592	+
27356	groupIX	19742112	19742512	+
27357	groupIX	19747712	19748112	+
27358	groupIX	19753979	19754379	+
27359	groupIX	19754447	19754847	+
27360	groupIX	19756107	19756507	+
27361	groupIX	19757379	19757779	+
27362	groupIX	19760414	19760814	+
27363	groupIX	19763005	19763405	+
27364	groupIX	19769993	19770393	+
27365	groupIX	19770833	19771233	+
27366	groupIX	19772038	19772438	+
27367	groupIX	19774458	19774858	+
27368	groupIX	19774923	19775323	+
27369	groupIX	19775744	19776144	+
27370	groupIX	19776307	19776707	+
27371	groupIX	19776893	19777293	+
27372	groupIX	19779011	19779411	+
27373	groupIX	19782451	19782851	+
27374	groupIX	19784479	19784879	+
27375	groupIX	19786183	19786583	+
27376	groupIX	19787130	19787530	+
27377	groupIX	19788262	19788662	+
27378	groupIX	19789103	19789503	+
27379	groupIX	19790178	19790578	+
27380	groupIX	19791043	19791443	+
27381	groupIX	19791940	19792340	+
27382	groupIX	19793073	19793473	+
27383	groupIX	19794259	19794659	+
27384	groupIX	19795401	19795801	+
27385	groupIX	19795916	19796316	+
27386	groupIX	19796436	19796836	+
27387	groupIX	19797651	19798051	+
27388	groupIX	19801894	19802294	+
27389	groupIX	19802820	19803220	+
27390	groupIX	19805700	19806100	+
27391	groupIX	19807043	19807443	+
27392	groupIX	19817630	19818030	+
27393	groupIX	19822628	19823028	+
27394	groupIX	19825421	19825821	+
27395	groupIX	19830776	19831176	+
27396	groupIX	19832129	19832529	+
27397	groupIX	19832799	19833199	+
27398	groupIX	19833309	19833709	+
27399	groupIX	19842200	19842600	+
27400	groupIX	19843186	19843586	+
27401	groupIX	19851678	19852078	+
27402	groupIX	19854105	19854505	+
27403	groupIX	19860938	19861338	+
27404	groupIX	19875233	19875633	+
27405	groupIX	19877400	19877800	+
27406	groupIX	19879142	19879542	+
27407	groupIX	19881231	19881631	+
27408	groupIX	19882493	19882893	+
27409	groupIX	19884972	19885372	+
27410	groupIX	19885527	19885927	+
27411	groupIX	19886274	19886674	+
27412	groupIX	19889584	19889984	+
27413	groupIX	19894589	19894989	+
27414	groupIX	19895594	19895994	+
27415	groupIX	19898225	19898625	+
27416	groupIX	19899410	19899810	+
27417	groupIX	19900504	19900904	+
27418	groupIX	19947674	19948074	+
27419	groupIX	19948150	19948550	+
27420	groupIX	19949684	19950084	+
27421	groupIX	19952849	19953249	+
27422	groupIX	19955810	19956210	+
27423	groupIX	19957032	19957432	+
27424	groupIX	19957959	19958359	+
27425	groupIX	19962019	19962419	+
27426	groupIX	19967041	19967441	+
27427	groupIX	19979735	19980135	+
27428	groupIX	19987008	19987408	+
27429	groupIX	19990434	19990834	+
27430	groupIX	19991436	19991836	+
27431	groupIX	19992598	19992998	+
27432	groupIX	19995788	19996188	+
27433	groupIX	19998245	19998645	+
27434	groupIX	19998965	19999365	+
27435	groupIX	20000512	20000912	+
27436	groupIX	20002510	20002910	+
27437	groupIX	20004842	20005242	+
27438	groupIX	20017519	20017919	+
27439	groupIX	20018076	20018476	+
27440	groupIX	20019072	20019472	+
27441	groupIX	20023661	20024061	+
27442	groupIX	20026342	20026742	+
27443	groupIX	20028496	20028896	+
27444	groupIX	20029485	20029885	+
27445	groupIX	20050821	20051221	+
27446	groupIX	20054226	20054626	+
27447	groupIX	20057768	20058168	+
27448	groupIX	20063399	20063799	+
27449	groupIX	20064860	20065260	+
27450	groupIX	20087885	20088285	+
27451	groupIX	20089721	20090121	+
27452	groupIX	20090922	20091322	+
27453	groupIX	20091445	20091845	+
27454	groupIX	20092319	20092719	+
27455	groupIX	20102385	20102785	+
27456	groupIX	20109013	20109413	+
27457	groupIX	20119317	20119717	+
27458	groupIX	20120110	20120510	+
27459	groupIX	20121490	20121890	+
27460	groupIX	20129036	20129436	+
27461	groupIX	20131161	20131561	+
27462	groupIX	20134237	20134637	+
27463	groupIX	20138489	20138889	+
27464	groupIX	20140836	20141236	+
27465	groupIX	20142908	20143308	+
27466	groupIX	20143692	20144092	+
27467	groupIX	20144793	20145193	+
27468	groupIX	20148431	20148831	+
27469	groupIX	20150076	20150476	+
27470	groupIX	20154316	20154716	+
27471	groupIX	20156460	20156860	+
27472	groupIX	20157340	20157740	+
27473	groupIX	20158477	20158877	+
27474	groupIX	20162415	20162815	+
27475	groupIX	20169685	20170085	+
27476	groupIX	20170659	20171059	+
27477	groupIX	20186614	20187014	+
27478	groupIX	20190028	20190428	+
27479	groupIX	20198061	20198461	+
27480	groupIX	20199708	20200108	+
27481	groupIX	20230979	20231379	+
27482	groupIX	20245118	20245518	+
27483	groupV	17775	18175	+
27484	groupV	24977	25377	+
27485	groupV	39977	40377	+
27486	groupV	41392	41792	+
27487	groupV	47563	47963	+
27488	groupV	49603	50003	+
27489	groupV	60023	60423	+
27490	groupV	64055	64455	+
27491	groupV	80858	81258	+
27492	groupV	81378	81778	+
27493	groupV	102108	102508	+
27494	groupV	102599	102999	+
27495	groupV	106555	106955	+
27496	groupV	107799	108199	+
27497	groupV	113100	113500	+
27498	groupV	114335	114735	+
27499	groupV	117218	117618	+
27500	groupV	120209	120609	+
27501	groupV	126264	126664	+
27502	groupV	126982	127382	+
27503	groupV	127806	128206	+
27504	groupV	130407	130807	+
27505	groupV	132377	132777	+
27506	groupV	133112	133512	+
27507	groupV	133637	134037	+
27508	groupV	135298	135698	+
27509	groupV	136989	137389	+
27510	groupV	137823	138223	+
27511	groupV	143893	144293	+
27512	groupV	145543	145943	+
27513	groupV	146549	146949	+
27514	groupV	147341	147741	+
27515	groupV	148868	149268	+
27516	groupV	151754	152154	+
27517	groupV	158594	158994	+
27518	groupV	161476	161876	+
27519	groupV	162753	163153	+
27520	groupV	167023	167423	+
27521	groupV	167619	168019	+
27522	groupV	169692	170092	+
27523	groupV	176848	177248	+
27524	groupV	177535	177935	+
27525	groupV	178248	178648	+
27526	groupV	180407	180807	+
27527	groupV	183536	183936	+
27528	groupV	186172	186572	+
27529	groupV	186631	187031	+
27530	groupV	188836	189236	+
27531	groupV	190591	190991	+
27532	groupV	193346	193746	+
27533	groupV	194706	195106	+
27534	groupV	195465	195865	+
27535	groupV	196860	197260	+
27536	groupV	197882	198282	+
27537	groupV	198669	199069	+
27538	groupV	201130	201530	+
27539	groupV	207084	207484	+
27540	groupV	215207	215607	+
27541	groupV	215728	216128	+
27542	groupV	216863	217263	+
27543	groupV	217452	217852	+
27544	groupV	218714	219114	+
27545	groupV	219455	219855	+
27546	groupV	224739	225139	+
27547	groupV	226030	226430	+
27548	groupV	226778	227178	+
27549	groupV	227548	227948	+
27550	groupV	228240	228640	+
27551	groupV	231182	231582	+
27552	groupV	233032	233432	+
27553	groupV	234747	235147	+
27554	groupV	249313	249713	+
27555	groupV	250637	251037	+
27556	groupV	251327	251727	+
27557	groupV	253006	253406	+
27558	groupV	258797	259197	+
27559	groupV	260028	260428	+
27560	groupV	260689	261089	+
27561	groupV	261393	261793	+
27562	groupV	262899	263299	+
27563	groupV	274138	274538	+
27564	groupV	275643	276043	+
27565	groupV	277081	277481	+
27566	groupV	284590	284990	+
27567	groupV	288376	288776	+
27568	groupV	289033	289433	+
27569	groupV	289697	290097	+
27570	groupV	291487	291887	+
27571	groupV	292970	293370	+
27572	groupV	296631	297031	+
27573	groupV	298717	299117	+
27574	groupV	307950	308350	+
27575	groupV	310225	310625	+
27576	groupV	311486	311886	+
27577	groupV	314158	314558	+
27578	groupV	320515	320915	+
27579	groupV	321099	321499	+
27580	groupV	322722	323122	+
27581	groupV	324282	324682	+
27582	groupV	343403	343803	+
27583	groupV	344682	345082	+
27584	groupV	380920	381320	+
27585	groupV	390121	390521	+
27586	groupV	400815	401215	+
27587	groupV	425257	425657	+
27588	groupV	442584	442984	+
27589	groupV	447554	447954	+
27590	groupV	450243	450643	+
27591	groupV	465108	465508	+
27592	groupV	465983	466383	+
27593	groupV	479357	479757	+
27594	groupV	481977	482377	+
27595	groupV	482821	483221	+
27596	groupV	488860	489260	+
27597	groupV	489411	490108	+
27598	groupV	491906	492306	+
27599	groupV	495179	495579	+
27600	groupV	502526	502926	+
27601	groupV	503491	503891	+
27602	groupV	504379	504779	+
27603	groupV	505519	505919	+
27604	groupV	512378	512778	+
27605	groupV	516272	516672	+
27606	groupV	516740	517140	+
27607	groupV	518773	519173	+
27608	groupV	519285	519685	+
27609	groupV	525751	526151	+
27610	groupV	526522	526922	+
27611	groupV	527558	527958	+
27612	groupV	527988	528388	+
27613	groupV	530413	530813	+
27614	groupV	538728	539128	+
27615	groupV	539547	539947	+
27616	groupV	540138	540538	+
27617	groupV	541255	541655	+
27618	groupV	546202	546889	+
27619	groupV	547800	548200	+
27620	groupV	549746	550146	+
27621	groupV	551450	551850	+
27622	groupV	552496	552896	+
27623	groupV	553900	554300	+
27624	groupV	557048	557448	+
27625	groupV	558581	558981	+
27626	groupV	561364	561764	+
27627	groupV	562567	562967	+
27628	groupV	565673	566073	+
27629	groupV	566876	567276	+
27630	groupV	568471	568871	+
27631	groupV	570789	571189	+
27632	groupV	572355	572755	+
27633	groupV	572780	573180	+
27634	groupV	573213	573613	+
27635	groupV	573882	574282	+
27636	groupV	576038	576438	+
27637	groupV	576734	577134	+
27638	groupV	577681	578081	+
27639	groupV	578575	578975	+
27640	groupV	579723	580123	+
27641	groupV	580474	580874	+
27642	groupV	581220	581620	+
27643	groupV	582653	583053	+
27644	groupV	584240	584640	+
27645	groupV	585031	585431	+
27646	groupV	585523	585923	+
27647	groupV	586153	586553	+
27648	groupV	591257	591657	+
27649	groupV	592067	592467	+
27650	groupV	595882	596282	+
27651	groupV	596585	596985	+
27652	groupV	597233	597633	+
27653	groupV	598030	598430	+
27654	groupV	606243	606643	+
27655	groupV	607173	607573	+
27656	groupV	610634	611034	+
27657	groupV	613885	614285	+
27658	groupV	614636	615036	+
27659	groupV	616814	617214	+
27660	groupV	620117	620517	+
27661	groupV	621975	622375	+
27662	groupV	626002	626402	+
27663	groupV	630830	631230	+
27664	groupV	632067	632467	+
27665	groupV	632797	633197	+
27666	groupV	634309	634709	+
27667	groupV	635072	635472	+
27668	groupV	637800	638200	+
27669	groupV	644052	644452	+
27670	groupV	644886	645286	+
27671	groupV	651844	652244	+
27672	groupV	655586	655986	+
27673	groupV	658659	659059	+
27674	groupV	659131	659531	+
27675	groupV	661702	662102	+
27676	groupV	663672	664072	+
27677	groupV	704599	704999	+
27678	groupV	711563	711963	+
27679	groupV	738132	738532	+
27680	groupV	753863	754263	+
27681	groupV	754293	754693	+
27682	groupV	754845	755245	+
27683	groupV	756362	756762	+
27684	groupV	757666	758066	+
27685	groupV	764986	765386	+
27686	groupV	767173	767573	+
27687	groupV	769486	769886	+
27688	groupV	773129	773529	+
27689	groupV	776302	776702	+
27690	groupV	778643	779043	+
27691	groupV	779808	780208	+
27692	groupV	786311	786711	+
27693	groupV	788416	788816	+
27694	groupV	793869	794269	+
27695	groupV	795721	796121	+
27696	groupV	796436	796836	+
27697	groupV	797372	797772	+
27698	groupV	799912	800312	+
27699	groupV	802135	802535	+
27700	groupV	805444	805844	+
27701	groupV	806438	806838	+
27702	groupV	809438	809838	+
27703	groupV	811518	811918	+
27704	groupV	812525	812925	+
27705	groupV	814530	814930	+
27706	groupV	815597	815997	+
27707	groupV	817166	817566	+
27708	groupV	818578	818978	+
27709	groupV	824495	824895	+
27710	groupV	825171	825571	+
27711	groupV	826085	826485	+
27712	groupV	827840	828240	+
27713	groupV	828631	829031	+
27714	groupV	830410	830810	+
27715	groupV	834232	834632	+
27716	groupV	836453	836853	+
27717	groupV	838082	838482	+
27718	groupV	841793	842193	+
27719	groupV	843580	843980	+
27720	groupV	844303	844703	+
27721	groupV	846278	846678	+
27722	groupV	848369	848769	+
27723	groupV	850292	850692	+
27724	groupV	853004	853404	+
27725	groupV	854155	854555	+
27726	groupV	857226	857626	+
27727	groupV	858802	859202	+
27728	groupV	860256	860656	+
27729	groupV	863039	863439	+
27730	groupV	865087	865885	+
27731	groupV	868707	869107	+
27732	groupV	873652	874052	+
27733	groupV	926683	927083	+
27734	groupV	953050	953450	+
27735	groupV	997327	997727	+
27736	groupV	1008306	1008706	+
27737	groupV	1014130	1014530	+
27738	groupV	1016552	1016952	+
27739	groupV	1020042	1020442	+
27740	groupV	1036524	1036924	+
27741	groupV	1037513	1037913	+
27742	groupV	1039389	1039789	+
27743	groupV	1041771	1042171	+
27744	groupV	1047285	1048029	+
27745	groupV	1048126	1048526	+
27746	groupV	1049644	1050044	+
27747	groupV	1087799	1088199	+
27748	groupV	1095128	1095528	+
27749	groupV	1096385	1096785	+
27750	groupV	1098651	1099051	+
27751	groupV	1100156	1100556	+
27752	groupV	1103149	1103888	+
27753	groupV	1104075	1104475	+
27754	groupV	1104784	1105184	+
27755	groupV	1107196	1107596	+
27756	groupV	1108762	1109517	+
27757	groupV	1129998	1130398	+
27758	groupV	1130669	1131069	+
27759	groupV	1133692	1134092	+
27760	groupV	1139016	1139416	+
27761	groupV	1139686	1140086	+
27762	groupV	1145718	1146118	+
27763	groupV	1159207	1159607	+
27764	groupV	1160843	1161243	+
27765	groupV	1181454	1181854	+
27766	groupV	1182720	1183120	+
27767	groupV	1190913	1191313	+
27768	groupV	1191871	1192271	+
27769	groupV	1206372	1206772	+
27770	groupV	1213475	1213875	+
27771	groupV	1215352	1215752	+
27772	groupV	1230907	1231307	+
27773	groupV	1232092	1232492	+
27774	groupV	1233172	1233572	+
27775	groupV	1236926	1237326	+
27776	groupV	1237706	1238106	+
27777	groupV	1240682	1241082	+
27778	groupV	1243430	1243830	+
27779	groupV	1244026	1244426	+
27780	groupV	1246283	1246683	+
27781	groupV	1248104	1248504	+
27782	groupV	1253745	1254145	+
27783	groupV	1257946	1258346	+
27784	groupV	1263894	1264294	+
27785	groupV	1268270	1268670	+
27786	groupV	1269553	1269953	+
27787	groupV	1270685	1271085	+
27788	groupV	1272921	1273321	+
27789	groupV	1274605	1275005	+
27790	groupV	1277726	1278126	+
27791	groupV	1279586	1279986	+
27792	groupV	1281976	1282376	+
27793	groupV	1282642	1283042	+
27794	groupV	1284658	1285058	+
27795	groupV	1285627	1286027	+
27796	groupV	1286840	1287240	+
27797	groupV	1287544	1287944	+
27798	groupV	1288067	1288467	+
27799	groupV	1288548	1288948	+
27800	groupV	1291596	1291996	+
27801	groupV	1292860	1293260	+
27802	groupV	1294280	1294680	+
27803	groupV	1295765	1296165	+
27804	groupV	1298796	1299196	+
27805	groupV	1299816	1300216	+
27806	groupV	1302252	1302652	+
27807	groupV	1302839	1303239	+
27808	groupV	1303608	1304008	+
27809	groupV	1306818	1307218	+
27810	groupV	1308057	1308457	+
27811	groupV	1312731	1313131	+
27812	groupV	1317715	1318115	+
27813	groupV	1324751	1325151	+
27814	groupV	1327132	1327532	+
27815	groupV	1328931	1329331	+
27816	groupV	1330234	1330634	+
27817	groupV	1330928	1331328	+
27818	groupV	1331659	1332059	+
27819	groupV	1332928	1333328	+
27820	groupV	1335298	1335698	+
27821	groupV	1336087	1336487	+
27822	groupV	1338378	1338778	+
27823	groupV	1341969	1342369	+
27824	groupV	1343635	1344035	+
27825	groupV	1361789	1362189	+
27826	groupV	1376986	1377386	+
27827	groupV	1380328	1380728	+
27828	groupV	1381435	1381835	+
27829	groupV	1385318	1385718	+
27830	groupV	1387739	1388139	+
27831	groupV	1390248	1390648	+
27832	groupV	1391438	1391838	+
27833	groupV	1394539	1394939	+
27834	groupV	1396676	1397076	+
27835	groupV	1401346	1401746	+
27836	groupV	1412564	1412964	+
27837	groupV	1433083	1433483	+
27838	groupV	1434905	1435305	+
27839	groupV	1448908	1449308	+
27840	groupV	1453825	1454225	+
27841	groupV	1456451	1456851	+
27842	groupV	1457394	1457794	+
27843	groupV	1460642	1461042	+
27844	groupV	1462677	1463077	+
27845	groupV	1463385	1463785	+
27846	groupV	1463906	1464306	+
27847	groupV	1466197	1466597	+
27848	groupV	1467068	1467468	+
27849	groupV	1468180	1468580	+
27850	groupV	1471570	1471970	+
27851	groupV	1472451	1472851	+
27852	groupV	1473075	1473475	+
27853	groupV	1474394	1474794	+
27854	groupV	1479137	1479537	+
27855	groupV	1484576	1484976	+
27856	groupV	1487975	1488375	+
27857	groupV	1499407	1499807	+
27858	groupV	1500641	1501437	+
27859	groupV	1505461	1505861	+
27860	groupV	1511618	1512018	+
27861	groupV	1532491	1532891	+
27862	groupV	1538699	1539099	+
27863	groupV	1541628	1542028	+
27864	groupV	1544204	1544604	+
27865	groupV	1568158	1568558	+
27866	groupV	1576847	1577247	+
27867	groupV	1581258	1581658	+
27868	groupV	1581696	1582096	+
27869	groupV	1600779	1601179	+
27870	groupV	1601462	1601862	+
27871	groupV	1603148	1603548	+
27872	groupV	1603893	1604293	+
27873	groupV	1605852	1606252	+
27874	groupV	1606549	1606949	+
27875	groupV	1615484	1615884	+
27876	groupV	1617451	1617851	+
27877	groupV	1624122	1624522	+
27878	groupV	1626091	1626491	+
27879	groupV	1628502	1628902	+
27880	groupV	1633744	1634144	+
27881	groupV	1634573	1634973	+
27882	groupV	1638250	1638650	+
27883	groupV	1638764	1639164	+
27884	groupV	1641767	1642167	+
27885	groupV	1643525	1643925	+
27886	groupV	1644162	1644562	+
27887	groupV	1647320	1647720	+
27888	groupV	1647966	1648366	+
27889	groupV	1648681	1649081	+
27890	groupV	1650147	1650547	+
27891	groupV	1650887	1651287	+
27892	groupV	1655600	1656000	+
27893	groupV	1656800	1657200	+
27894	groupV	1658692	1659092	+
27895	groupV	1661885	1662285	+
27896	groupV	1663086	1663486	+
27897	groupV	1686292	1686692	+
27898	groupV	1687685	1688085	+
27899	groupV	1688981	1689381	+
27900	groupV	1689565	1689965	+
27901	groupV	1696355	1696755	+
27902	groupV	1706260	1706660	+
27903	groupV	1706766	1707166	+
27904	groupV	1708727	1709127	+
27905	groupV	1723297	1723697	+
27906	groupV	1731315	1731715	+
27907	groupV	1735658	1736058	+
27908	groupV	1737914	1738314	+
27909	groupV	1738954	1739354	+
27910	groupV	1741078	1741478	+
27911	groupV	1743729	1744129	+
27912	groupV	1745461	1745861	+
27913	groupV	1748130	1748530	+
27914	groupV	1748964	1749364	+
27915	groupV	1750830	1751230	+
27916	groupV	1751375	1751775	+
27917	groupV	1753629	1754029	+
27918	groupV	1754352	1754752	+
27919	groupV	1755527	1755927	+
27920	groupV	1757480	1757880	+
27921	groupV	1759382	1759782	+
27922	groupV	1761392	1761792	+
27923	groupV	1763125	1763525	+
27924	groupV	1766421	1766821	+
27925	groupV	1767341	1767741	+
27926	groupV	1769870	1770270	+
27927	groupV	1771618	1772018	+
27928	groupV	1772940	1773340	+
27929	groupV	1774488	1774888	+
27930	groupV	1778907	1779307	+
27931	groupV	1779868	1780268	+
27932	groupV	1782600	1783000	+
27933	groupV	1783009	1783409	+
27934	groupV	1786460	1786860	+
27935	groupV	1788226	1788626	+
27936	groupV	1789727	1790127	+
27937	groupV	1793153	1793553	+
27938	groupV	1795510	1795910	+
27939	groupV	1804986	1805386	+
27940	groupV	1806068	1806468	+
27941	groupV	1806941	1807341	+
27942	groupV	1807666	1808066	+
27943	groupV	1809360	1809760	+
27944	groupV	1814688	1815088	+
27945	groupV	1815896	1816296	+
27946	groupV	1819649	1820049	+
27947	groupV	1822223	1822623	+
27948	groupV	1823476	1823876	+
27949	groupV	1828889	1829289	+
27950	groupV	1838644	1839044	+
27951	groupV	1839894	1840294	+
27952	groupV	1842619	1843396	+
27953	groupV	1849825	1850225	+
27954	groupV	1854125	1854525	+
27955	groupV	1855578	1855978	+
27956	groupV	1857112	1857512	+
27957	groupV	1861820	1862220	+
27958	groupV	1874837	1875604	+
27959	groupV	1877582	1877982	+
27960	groupV	1881006	1881406	+
27961	groupV	1884468	1884868	+
27962	groupV	1886746	1887146	+
27963	groupV	1887256	1887656	+
27964	groupV	1889568	1889968	+
27965	groupV	1894514	1894914	+
27966	groupV	1905982	1906382	+
27967	groupV	1910904	1911304	+
27968	groupV	1917441	1917841	+
27969	groupV	1918988	1919388	+
27970	groupV	1920221	1920621	+
27971	groupV	1925157	1925557	+
27972	groupV	1926771	1927171	+
27973	groupV	1929078	1929478	+
27974	groupV	1937724	1938124	+
27975	groupV	1938136	1938536	+
27976	groupV	1943276	1943676	+
27977	groupV	1945222	1945622	+
27978	groupV	1947949	1948349	+
27979	groupV	1950874	1951274	+
27980	groupV	1955121	1955521	+
27981	groupV	1964768	1965168	+
27982	groupV	1967466	1967866	+
27983	groupV	1968726	1969126	+
27984	groupV	1971878	1972278	+
27985	groupV	1974813	1975213	+
27986	groupV	1980240	1980640	+
27987	groupV	1981159	1981559	+
27988	groupV	2008112	2008512	+
27989	groupV	2010724	2011124	+
27990	groupV	2015188	2015588	+
27991	groupV	2017218	2017618	+
27992	groupV	2017733	2018133	+
27993	groupV	2020435	2020835	+
27994	groupV	2022239	2022639	+
27995	groupV	2023032	2023432	+
27996	groupV	2024013	2024413	+
27997	groupV	2024585	2024985	+
27998	groupV	2027782	2028182	+
27999	groupV	2028810	2029210	+
28000	groupV	2029506	2029906	+
28001	groupV	2030325	2030725	+
28002	groupV	2030937	2031337	+
28003	groupV	2032889	2033289	+
28004	groupV	2034061	2034461	+
28005	groupV	2034987	2035387	+
28006	groupV	2037133	2037533	+
28007	groupV	2042372	2042772	+
28008	groupV	2043369	2043769	+
28009	groupV	2044336	2044736	+
28010	groupV	2047803	2048203	+
28011	groupV	2048685	2049085	+
28012	groupV	2049785	2050185	+
28013	groupV	2057390	2057790	+
28014	groupV	2060534	2060934	+
28015	groupV	2062366	2062766	+
28016	groupV	2063376	2063776	+
28017	groupV	2064259	2064659	+
28018	groupV	2067756	2068156	+
28019	groupV	2068932	2069332	+
28020	groupV	2070693	2071093	+
28021	groupV	2072848	2073248	+
28022	groupV	2083497	2083897	+
28023	groupV	2086909	2087309	+
